0.180	7.753
1.159	8.203
1.035	8.429
2.954	8.566
3.617	8.927
4.645	9.380
4.337	9.454
3.311	10.194
6.917	10.270
3.279	10.487
13.040	20.127
16.854	21.663
14.638	22.104
19.574	23.151
19.530	23.170
21.318	23.692
19.811	24.215
20.398	24.367
23.839	25.674
21.999	26.348
21.374	26.388
24.740	27.641
25.132	28.065
27.046	29.324
29.116	30.242
29.189	31.593
30.067	32.258
31.033	33.361
31.069	33.941
33.535	36.068
33.904	37.393
33.925	38.137
34.070	38.778
34.287	39.323
35.842	40.035
35.871	40.076
37.178	40.790
37.376	41.228
36.015	41.317
40.792	41.672
38.794	42.141
41.420	42.395
41.496	44.051
41.953	44.183
43.655	44.415
46.292	54.477
48.870	55.178
49.158	55.698
47.348	55.893
49.296	56.088
49.788	57.078
50.586	57.275
53.949	57.707
50.068	58.424
54.888	58.512
56.668	59.106
54.778	59.598
57.188	59.855
61.182	68.107
61.045	68.405
65.026	69.090
63.122	69.470
68.371	70.202
65.132	70.549
70.570	71.100
70.723	71.800
76.268	82.638
77.573	83.994
76.613	84.303
78.758	84.445
77.207	85.361
77.623	85.491
84.034	85.794
83.575	86.302
82.119	86.904
81.816	87.398
89.156	96.321
92.688	96.868
93.164	98.815
94.024	98.978
95.025	99.483
93.673	99.799
